id,customer_id,sku_id,payment_id,order_date,price,qty_ordered,before_discount,discount_amount,after_discount,is_gross,is_valid,is_net,sku_name,cogs,category,payment_method
ODR6606206444b,C382868L,P780656,1,2022-04-07,841000,2,1682000.0,0.0,1682000.0,True,True,False,SNU_MHC16W108,580290,Women Fashion,cod
ODR5045099036q,C770029L,P463583,1,2022-04-25,841000,2,1682000.0,0.0,1682000.0,True,True,False,SNU_Tena-Durrani-TD16W-Roseate,756900,Women Fashion,cod
ODR3307291843v,C382868L,P519917,1,2022-06-20,841000,2,1682000.0,0.0,1682000.0,True,False,False,SNU_MHC16W104,681210,Women Fashion,cod
ODR6634851606g,C166968L,P747059,1,2022-07-04,841000,2,1682000.0,0.0,1682000.0,True,True,True,SNU_MHC16W105,571880,Women Fashion,cod
ODR7688953704i,C943127L,P883341,7,2022-08-13,841000,2,1682000.0,0.0,1682000.0,True,False,False,sanaulla_NA17E 03 ,571880,Women Fashion,Easypay
ODR1661784828m,C451335L,P505236,4,2022-11-06,1681942,1,1681942.0,0.0,1681942.0,True,False,False,AYS_Orient-OR-5535-IP-Refrigerator,1227802,Appliances,Payaxis
ODR5390998958s,C931953L,P683449,4,2021-12-15,1670400,1,1670400.0,0.0,1670400.0,True,False,False,IKEA_10323349,1269504,Home & Living,Payaxis
ODR5140758985r,C259517L,P959132,1,2022-01-29,1664600,1,1664600.0,0.0,1664600.0,True,False,False,dawlance_9122 MDS,1121256,Appliances,cod
ODR1760135178a,C389745L,P858785,1,2021-12-25,1653928,1,1653928.0,0.0,1653928.0,True,True,False,Haier_HRF-305,1075030,Appliances,cod
ODR7738875833s,C324132L,P552342,1,2021-08-31,110200,15,1653000.0,0.0,1653000.0,True,True,False,Harry Potter and The Cursed Child-Hazir-Karachi,79344,Books,cod
ODR3245439575m,C637337L,P272463,1,2022-12-04,1653000,1,1653000.0,0.0,1653000.0,True,False,False,WD_2 BAY NAS WD-16TB,1272810,Computing,cod
ODR7567243305t,C544448L,P362722,3,2022-01-18,1639718,1,1639718.0,0.0,1639718.0,True,True,False,dawlance_9170WB MDS,1176704,Appliances,customercredit
ODR1772512194r,C251306L,P743686,4,2021-11-30,1633280,1,1633280.0,0.0,1633280.0,True,False,False,Haier_HWM-75-918,1322922,Appliances,Payaxis
ODR5754594757l,C402053L,P743686,4,2021-12-15,1633280,1,1633280.0,0.0,1633280.0,True,False,False,Haier_HWM-75-918,1322922,Appliances,Payaxis
ODR8644867085a,C980973L,P588293,4,2021-11-15,1624000,1,1624000.0,0.0,1624000.0,True,False,False,EP_1200 1 KVA,1234240,Appliances,Payaxis
ODR8088667100v,C275774L,P694336,1,2022-04-27,406000,4,1624000.0,0.0,1624000.0,True,False,False,HOS-m_bvlmibm100,243600,Beauty & Grooming,cod
ODR6977590301o,C400722L,P406287,1,2022-05-16,1613850,1,1613850.0,0.0,1613850.0,True,True,False,Ricoh_Color GELJET SG-3120B SFN (wireless with Battery),1032864,Computing,cod
ODR1169423461m,C413536L,P680265,1,2021-12-12,1591520,1,1591520.0,0.0,1591520.0,True,False,False,timex_T2P103,1098114,Men Fashion,cod
ODR5169976210v,C222936L,P151006,1,2021-02-12,1588620,1,1588620.0,0.0,1588620.0,True,False,False,dawlance_ES15 1.0 Ton AC,1064358,Appliances,cod
ODR3560312046j,C780410L,P770715,8,2021-09-08,1568900,1,1568900.0,0.0,1568900.0,True,True,True,Sony_DZ 350,1098230,Entertainment,ublcreditcard
ODR8699550012q,C339395L,P770541,4,2021-07-10,1566000,1,1566000.0,0.0,1566000.0,True,False,False,samsungGALAXY J510F-2016 DS LTE,1095040,Entertainment,Payaxis
ODR2920063997a,C374672L,P770541,1,2021-09-10,1566000,1,1566000.0,0.0,1566000.0,True,True,False,samsungGALAXY J510F-2016 DS LTE,1095040,Entertainment,cod
ODR5089651749m,C975587L,P770541,4,2021-09-24,1566000,1,1566000.0,0.0,1566000.0,True,False,False,samsungGALAXY J510F-2016 DS LTE,1095040,Entertainment,Payaxis
ODR8802604494x,C936732L,P770541,4,2021-12-10,1566000,1,1566000.0,0.0,1566000.0,True,False,False,samsungGALAXY J510F-2016 DS LTE,1095040,Entertainment,Payaxis
ODR2248876673a,C787119L,P185032,1,2022-03-07,783000,2,1566000.0,0.0,1566000.0,True,True,False,coleman_3000002276,696870,Home & Living,cod
ODR8634332017p,C490497L,P964888,4,2021-08-10,1566000,1,1566000.0,0.0,1566000.0,True,False,False,timex_T2N942,1205820,Men Fashion,Payaxis
ODR2261621216c,C490497L,P964888,4,2021-11-10,1566000,1,1566000.0,0.0,1566000.0,True,False,False,timex_T2N942,1205820,Men Fashion,Payaxis
ODR6943250779a,C157780L,P667073,1,2021-10-29,104400,15,1566000.0,0.0,1566000.0,True,True,True,PNG_Pampers_10003452-Karachi,0,Superstore,cod
ODR8148261332t,C840846L,P403179,1,2021-08-12,1565420,1,1565420.0,0.0,1565420.0,True,True,False,dawlance_DWT-230A W,1017494,Appliances,cod
ODR9912076272m,C218121L,P417195,1,2022-03-20,142216,11,1564376.0,0.0,1564376.0,True,False,False,jj_JLAWN-S-17-068 Cool Flower,93844,Women Fashion,cod
ODR4766704616t,C391075L,P973241,9,2021-04-09,1537000,1,1537000.0,0.0,1537000.0,True,False,False,Audionic_DJ 500,1229600,Computing,mygateway
ODR9421983001s,C374672L,P139709,1,2021-10-08,1508000,1,1508000.0,0.0,1508000.0,True,False,False,WT-70H3200-MG,965120,Appliances,cod
ODR4930133160e,C329646L,P258155,1,2022-12-06,754000,2,1508000.0,0.0,1508000.0,True,True,False,Campingaz_2000024956,535340,Home & Living,cod
ODR2710025236p,C881371L,P205994,7,2022-07-22,754000,2,1508000.0,0.0,1508000.0,True,False,False,Silkasia_ET-457,505180,Women Fashion,Easypay
ODR1610284856r,C223799L,P770541,4,2021-06-11,1507942,1,1507942.0,0.0,1507942.0,True,False,False,samsungGALAXY J510F-2016 DS LTE,1095040,Entertainment,Payaxis
ODR4126423087x,C507440L,P770541,1,2021-10-19,1507942,1,1507942.0,0.0,1507942.0,True,True,False,samsungGALAXY J510F-2016 DS LTE,1095040,Entertainment,cod
ODR7693005054a,C972737L,P501300,1,2021-08-26,1502142,1,1502142.0,0.0,1502142.0,True,False,False,rhythm_S1411S-03,946328,Men Fashion,cod
ODR3450873239i,C814229L,P776045,1,2021-10-20,747620,2,1495240.0,0.0,1495240.0,True,True,False,Haier_HWM 75AS,657894,Appliances,cod
ODR7235873053g,C996508L,P968632,1,2021-08-31,1480160,1,1480160.0,0.0,1480160.0,True,False,False,tcl_32 inch D2730 Golive-2 LED TV,1302506,Entertainment,cod
ODR6431574250j,C678257L,P968632,1,2021-09-16,1480160,1,1480160.0,0.0,1480160.0,True,True,False,tcl_32 inch D2730 Golive-2 LED TV,1302506,Entertainment,cod
ODR2739471626h,C599590L,P490406,4,2022-11-02,1473200,1,1473200.0,0.0,1473200.0,True,False,False,Timex_TW2P72500,1134364,Men Fashion,Payaxis
ODR9666029594l,C232436L,P103962,1,2021-08-10,730742,2,1461484.0,0.0,1461484.0,True,True,False,Infinix Hot 4 Hazir-Gold-Rawalpindi,628430,Mobiles & Tablets,cod
ODR8307775710n,C811785L,P378114,1,2021-12-09,730742,2,1461484.0,0.0,1461484.0,True,True,True,Infinix Hot 4 Hazir-Gold-Karachi,643046,Mobiles & Tablets,cod
ODR8237007724y,C261243L,P939305,1,2021-12-28,1450000,1,1450000.0,0.0,1450000.0,True,True,False,Gmart_Vivosmart HR+ 1,942500,Health & Sports,cod
ODR2711070461i,C378684L,P624876,1,2022-01-31,1450000,1,1450000.0,0.0,1450000.0,True,True,True,FHM_26SANTAM LAYER TABLE,1261500,Home & Living,cod
ODR2191519794b,C755600L,P135808,1,2021-05-08,1449942,1,1449942.0,0.0,1449942.0,True,False,False,Zuk Z1-White-Karachi,0,Mobiles & Tablets,cod
ODR1947850233t,C122065L,P928710,1,2022-12-08,1421000,1,1421000.0,0.0,1421000.0,True,True,False,Lacie_LAC9000633-4TB,852600,Computing,cod
ODR5210234053b,C247380L,P544594,1,2022-05-06,1421000,1,1421000.0,0.0,1421000.0,True,True,False,GMZV_Xbox One PAL-500GB - Black,895230,Entertainment,cod
ODR8208638481g,C805381L,P102776,3,2022-12-05,1420942,1,1420942.0,0.0,1420942.0,True,True,False,RMSON_PA3251F MW WH,994642,Men Fashion,customercredit
ODR1635629456x,C955726L,P596142,1,2021-01-07,469800,3,1409400.0,0.0,1409400.0,True,False,False,HOS_JPGCW100,413424,Beauty & Grooming,cod
ODR5693560924x,C305209L,P795792,10,2021-09-09,701800,2,1403600.0,0.0,1403600.0,True,True,True,Dawlance_Microwave DW-131,617584,Home & Living,mcblite
ODR7285687059x,C259604L,P141714,1,2021-05-12,58000,24,1392000.0,0.0,1392000.0,True,False,False,vitamin_Ultra Creatine,35496,Health & Sports,cod
ODR4691204111g,C400269L,P942842,1,2021-09-28,1392000,1,1392000.0,0.0,1392000.0,True,True,True,interwood_HF-01ILO-40659,1197120,Home & Living,cod
ODR8370299897h,C968454L,P484584,1,2022-01-28,1392000,1,1392000.0,0.0,1392000.0,True,False,False,Timb-mens_23061-10,1127520,Men Fashion,cod
ODR3306024765t,C814229L,P989513,1,2022-04-01,1392000,1,1392000.0,0.0,1392000.0,True,True,True,AmanJee_PB011,1044000,Women Fashion,cod
ODR4329569561h,C254277L,P368996,4,2021-01-10,1391942,1,1391942.0,0.0,1391942.0,True,False,False,Elite_Self Balancing Electric Scooter,890822,Kids & Baby,Payaxis
ODR1697356938p,C993393L,P519239,1,2021-12-07,1391942,1,1391942.0,0.0,1391942.0,True,True,False,Elite_Self Balancing Electric Scooter ,1252742,Kids & Baby,cod
ODR7989203005j,C781213L,P858654,1,2021-12-13,1391942,1,1391942.0,0.0,1391942.0,True,True,False,Elite_Self Balancing Electric Scooter-Black,1113542,Kids & Baby,cod
ODR7109788629z,C220760L,P100134,4,2022-11-02,347710,4,1390840.0,0.0,1390840.0,True,False,False,akl-GFSU1265-M,302470,Women Fashion,Payaxis
ODR4830743090q,C371644L,P900284,1,2022-01-31,46342,30,1390260.0,0.0,1390260.0,True,False,False,KureshiC_BLW-008-PO2,27782,Men Fashion,cod
ODR1548552085y,C134052L,P149702,1,2022-07-08,463420,3,1390260.0,0.0,1390260.0,True,True,True,GA_EA-12-144988,393878,Women Fashion,cod
ODR3948887629i,C371659L,P871942,1,2022-03-30,1387940,1,1387940.0,0.0,1387940.0,True,True,False,HP_Laser Color 252n,1040926,Computing,cod
ODR6643679657g,C894573L,P302016,1,2022-05-27,1387940,1,1387940.0,0.0,1387940.0,True,True,True,HP_Officejet 7612 A3 (4-in-1) Wieless,985420,Computing,cod
ODR1758170593v,C985612L,P690407,1,2022-01-31,49242,28,1378776.0,0.0,1378776.0,True,False,False,KureshiC_149-axe,42804,Beauty & Grooming,cod
ODR8090254725e,C976924L,P505165,7,2022-02-07,1363000,1,1363000.0,0.0,1363000.0,True,False,False,Ifitness_LIVEUP-INVERSION-TABLE-LS9087,1090400,Health & Sports,Easypay
ODR7844296802k,C405274L,P505165,1,2022-07-21,1363000,1,1363000.0,0.0,1363000.0,True,True,False,Ifitness_LIVEUP-INVERSION-TABLE-LS9087,1090400,Health & Sports,cod
ODR9835339793x,C453517L,P682528,1,2021-08-08,1355402,1,1355402.0,0.0,1355402.0,True,True,True,dawlance_9108 DELUXE Refrigerator,1179198,Appliances,cod
ODR8404831816n,C589918L,P682528,1,2021-08-14,1355402,1,1355402.0,0.0,1355402.0,True,True,False,dawlance_9108 DELUXE Refrigerator,1179198,Appliances,cod
ODR8020698643a,C200313L,P682528,1,2021-08-15,1355402,1,1355402.0,0.0,1355402.0,True,True,True,dawlance_9108 DELUXE Refrigerator,1179198,Appliances,cod
ODR9318502131k,C735927L,P738796,3,2021-12-30,1343280,1,1343280.0,0.0,1343280.0,True,True,True,interwood_HF-01FSB-MW-15781,881136,Home & Living,customercredit
ODR3657130378u,C861782L,P738796,7,2022-10-04,1343280,1,1343280.0,0.0,1343280.0,True,False,False,interwood_HF-01FSB-MW-15781,881136,Home & Living,Easypay
ODR5681324884x,C980973L,P504691,4,2021-11-20,667000,2,1334000.0,0.0,1334000.0,True,False,False,jackpot_Microwave Oven -JP-932 ,466900,Appliances,Payaxis
ODR6477122111f,C500989L,P345711,7,2022-01-08,666420,2,1332840.0,0.0,1332840.0,True,False,False,Motifz_MWU01697-999-BUFF,559758,Women Fashion,Easypay
ODR4803781204u,C500989L,P345711,7,2022-02-08,666420,2,1332840.0,0.0,1332840.0,True,False,False,Motifz_MWU01697-999-BUFF,559758,Women Fashion,Easypay
ODR7906527136s,C500989L,P345711,7,2022-06-08,666420,2,1332840.0,0.0,1332840.0,True,False,False,Motifz_MWU01697-999-BUFF,559758,Women Fashion,Easypay
ODR1539889376k,C500989L,P345711,7,2022-07-30,666420,2,1332840.0,0.0,1332840.0,True,False,False,Motifz_MWU01697-999-BUFF,559758,Women Fashion,Easypay
ODR9200108121k,C500989L,P345711,7,2022-07-31,666420,2,1332840.0,0.0,1332840.0,True,False,False,Motifz_MWU01697-999-BUFF,559758,Women Fashion,Easypay
ODR3716332767c,C849387L,P615046,1,2021-06-08,1322400,1,1322400.0,0.0,1322400.0,True,True,False,Dawlance_DW-540 AF,1071144,Appliances,cod
ODR4064248676c,C849387L,P615046,3,2021-09-23,1322400,1,1322400.0,0.0,1322400.0,True,True,False,Dawlance_DW-540 AF,1071144,Appliances,customercredit
ODR1200912919m,C943270L,P888679,1,2021-12-31,1314686,1,1314686.0,0.0,1314686.0,True,True,False,SUPER ASIA_GH 555-55 GLN CAPACITY,1064880,Appliances,cod
ODR9884960429r,C232406L,P888679,1,2022-02-13,1314686,1,1314686.0,0.0,1314686.0,True,True,False,SUPER ASIA_GH 555-55 GLN CAPACITY,1064880,Appliances,cod
ODR7346226739j,C943270L,P888679,1,2022-02-27,1314686,1,1314686.0,0.0,1314686.0,True,True,False,SUPER ASIA_GH 555-55 GLN CAPACITY,1064880,Appliances,cod
ODR9451877307s,C827265L,P857748,1,2021-09-25,1305000,1,1305000.0,0.0,1305000.0,True,False,False,tmx_wtch_ T2N720_12,978750,Men Fashion,cod
ODR6850358913t,C390416L,P847756,1,2021-10-18,1282919,1,1282919.4,0.0,1282919.4,True,True,True,GMZV_PlayStation 4 - 500GB - Region 2 - UK PAL - Black,1304652,Entertainment,cod
ODR8006075142a,C158367L,P293870,1,2021-12-21,1281800,1,1281800.0,0.0,1281800.0,True,True,False,phub_Chance Eau Tendre  by Chanel 150mlml EDT,925970,Beauty & Grooming,cod
ODR4590985995k,C204069L,P369792,1,2021-04-09,1276000,1,1276000.0,0.0,1276000.0,True,False,False,dawlance_DW-9500,1110120,Appliances,cod
ODR5904167626k,C378684L,P950869,4,2021-12-23,1276000,1,1276000.0,0.0,1276000.0,True,False,False,Naushemian_#0030-Light Red-L,791120,Women Fashion,Payaxis
ODR5905066015s,C834363L,P353028,1,2021-11-09,1275942,1,1275942.0,0.0,1275942.0,True,True,False,Huawei P8 lite,707774,Mobiles & Tablets,cod
ODR7724489376d,C387663L,P657942,13,2022-05-28,1275420,1,1275420.0,0.0,1275420.0,True,False,False,Panasonic_Black-32-Inches-LED,1084078,Entertainment,Easypay_MA
ODR6218882442t,C583837L,P434577,1,2021-05-07,635100,2,1270200.0,0.0,1270200.0,True,True,False,HP P1102 - White_18,482676,Computing,cod
ODR6946433635p,C175120L,P776371,1,2022-01-24,1266720,1,1266720.0,0.0,1266720.0,True,True,False,timex_T49866,810666,Men Fashion,cod
ODR8356255549x,C549224L,P192241,4,2022-11-03,1256570,1,1256570.0,0.0,1256570.0,True,False,False,TCL_TCL32InchD2900,1068070,Entertainment,Payaxis
ODR1203782355j,C480851L,P700035,7,2022-07-07,1249900,1,1249900.0,0.0,1249900.0,True,False,False,AYS_32B8500,1037388,Entertainment,Easypay
ODR8120243664t,C113767L,P875143,1,2021-06-12,1247000,1,1247000.0,0.0,1247000.0,True,False,False,MORG_GCS 37,997600,Health & Sports,cod
ODR3525699019d,C113767L,P875143,2,2021-11-29,1247000,1,1247000.0,0.0,1247000.0,True,False,False,MORG_GCS 37,997600,Health & Sports,jazzvoucher
ODR9974787264k,C802541L,P875143,1,2022-01-27,1247000,1,1247000.0,0.0,1247000.0,True,True,False,MORG_GCS 37,997600,Health & Sports,cod
ODR9251260049u,C741634L,P505931,1,2021-09-21,1237140,1,1237140.0,0.0,1237140.0,True,True,True,Haier_LE 32B8000,1029732,Entertainment,cod
ODR3603962645n,C813361L,P289041,4,2022-08-03,1218000,1,1218000.0,0.0,1218000.0,True,False,False,Audionic_Mehfil MH-150,864780,Entertainment,Payaxis
ODR9060546361d,C185164L,P560106,1,2021-11-19,1218000,1,1218000.0,0.0,1218000.0,True,True,False,interwood_HF-01NOR-MW-40672,913500,Home & Living,cod
ODR7747556084o,C942158L,P560106,1,2021-11-23,1218000,1,1218000.0,0.0,1218000.0,True,True,True,interwood_HF-01NOR-MW-40672,913500,Home & Living,cod
ODR8156599176w,C657362L,P560106,4,2021-11-27,1218000,1,1218000.0,0.0,1218000.0,True,False,False,interwood_HF-01NOR-MW-40672,913500,Home & Living,Payaxis
ODR9442622521r,C276960L,P560106,4,2021-11-28,1218000,1,1218000.0,0.0,1218000.0,True,False,False,interwood_HF-01NOR-MW-40672,913500,Home & Living,Payaxis
ODR6372419257a,C893754L,P244416,1,2021-09-09,1218000,1,1218000.0,0.0,1218000.0,True,True,False,samsungGALAXY J3 LTE DS QC,958682,Mobiles & Tablets,cod
ODR1533446722u,C411258L,P855211,2,2022-03-20,1218000,1,1218000.0,0.0,1218000.0,True,False,False,test-product,58,Others,jazzvoucher
ODR7903970121s,C893754L,P527104,1,2022-03-15,403100,3,1209300.0,0.0,1209300.0,True,True,False,sanasafinaz_SS-1A,310358,Women Fashion,cod
ODR7989203005j,C781213L,P143153,1,2021-12-13,602040,2,1204080.0,0.0,1204080.0,True,True,False,interwood_HA-K17W105-23575,463536,Home & Living,cod
ODR1149930133q,C879144L,P468366,1,2021-11-15,120350,10,1203500.0,0.0,1203500.0,True,True,True,kansai_NeverWet,80620,Others,cod
ODR9805060537e,C127081L,P104316,1,2022-04-24,400200,3,1200600.0,0.0,1200600.0,True,False,False,nabila_Nvite-fair-skin,227070,Beauty & Grooming,cod
ODR1380147486r,C479492L,P470236,4,2022-05-29,400200,3,1200600.0,0.0,1200600.0,True,False,False,nabila_Ngage FOR Honey,272136,Beauty & Grooming,Payaxis
ODR5304185439w,C610078L,P505931,1,2021-11-11,1197410,1,1197410.0,0.0,1197410.0,True,True,True,Haier_LE 32B8000,1029732,Entertainment,cod
ODR2648973871h,C994467L,P622378,7,2022-04-18,1195902,1,1195902.0,0.0,1195902.0,True,True,True,AYS_32-32G6530,1076306,Entertainment,Easypay
ODR9292200579z,C862535L,P622378,4,2022-12-05,1195902,1,1195902.0,0.0,1195902.0,True,False,False,AYS_32-32G6530,1076306,Entertainment,Payaxis
ODR5447400588d,C481062L,P505931,1,2021-12-09,1191204,1,1191204.0,0.0,1191204.0,True,True,True,Haier_LE 32B8000,1029732,Entertainment,cod
ODR2239834134h,C876097L,P867231,1,2021-02-07,118900,10,1189000.0,0.0,1189000.0,True,False,False,Dany6-954217-555652,105792,Computing,cod
ODR4918507034s,C489513L,P878123,1,2022-04-19,1187550,1,1187550.0,0.0,1187550.0,True,True,True,tmx_wtch_T49866,914370,Men Fashion,cod
ODR3938981630x,C628603L,P475499,1,2022-04-25,118320,10,1183200.0,0.0,1183200.0,True,False,False,RAF_800mlx12,86362,Superstore,cod
ODR1920158271m,C388719L,P993131,1,2022-06-23,1176878,1,1176878.0,0.0,1176878.0,True,False,False,UNEL_Orie nt 32 Inch L-4132/4143,800226,Entertainment,cod
ODR6528959657c,C374672L,P410642,1,2022-05-08,1174500,1,1174500.0,0.0,1174500.0,True,True,False,TBG_AV-S-044-Black,716416,Women Fashion,cod
ODR2170535242n,C360482L,P505931,4,2021-12-23,1172180,1,1172180.0,0.0,1172180.0,True,False,False,Haier_LE 32B8000,1029732,Entertainment,Payaxis
ODR1147600911l,C864005L,P674924,12,2021-02-07,1166032,1,1166032.0,0.0,1166032.0,True,False,False,Eco Star_32U557,965758,Entertainment,internetbanking
ODR9460051221q,C888201L,P674924,8,2021-05-07,1166032,1,1166032.0,0.0,1166032.0,True,False,False,Eco Star_32U557,965758,Entertainment,ublcreditcard
ODR2508304534u,C214255L,P910200,3,2022-02-13,1160000,1,1160000.0,0.0,1160000.0,True,True,True,Eco Star_32U557_561,875974,Entertainment,customercredit
ODR6318620265i,C893754L,P910200,1,2022-02-16,1160000,1,1160000.0,0.0,1160000.0,True,True,True,Eco Star_32U557_561,875974,Entertainment,cod
ODR8793551877c,C362680L,P910200,2,2022-09-02,1160000,1,1160000.0,0.0,1160000.0,True,True,False,Eco Star_32U557_561,875974,Entertainment,jazzvoucher
ODR4040343667g,C544288L,P910200,4,2022-12-02,1160000,1,1160000.0,0.0,1160000.0,True,True,True,Eco Star_32U557_561,875974,Entertainment,Payaxis
ODR1769879521q,C717221L,P800680,1,2021-11-16,580000,2,1160000.0,0.0,1160000.0,True,False,False,test-product-00,174,Others,cod
ODR1456527343p,C658145L,P855211,1,2021-11-18,580000,2,1160000.0,0.0,1160000.0,True,False,False,test-product,58,Others,cod
ODR8948339887l,C547850L,P800680,1,2021-12-11,580000,2,1160000.0,0.0,1160000.0,True,False,False,test-product-00,174,Others,cod
ODR3380952914s,C128609L,P383378,4,2021-11-19,290000,4,1160000.0,0.0,1160000.0,True,False,False,ARY Jewellers_1 Gram Millat Gold Coin --Karachi,217500,Women Fashion,Payaxis
ODR4798462838e,C756954L,P376580,1,2021-08-14,1154200,1,1154200.0,0.0,1154200.0,True,True,False,Mono Cruiser _Grand,819482,Kids & Baby,cod
ODR8977037931e,C895872L,P376580,1,2021-08-15,1154200,1,1154200.0,0.0,1154200.0,True,True,False,Mono Cruiser _Grand,819482,Kids & Baby,cod
ODR7650302165j,C396754L,P376580,1,2021-08-16,1154200,1,1154200.0,0.0,1154200.0,True,False,False,Mono Cruiser _Grand,819482,Kids & Baby,cod
ODR7463770075d,C142320L,P376580,1,2021-08-19,1154200,1,1154200.0,0.0,1154200.0,True,True,False,Mono Cruiser _Grand,819482,Kids & Baby,cod
ODR2045488373u,C773779L,P456808,4,2022-04-08,1154200,1,1154200.0,0.0,1154200.0,True,True,False,Monocruiser_BL-118AR - Green,957986,Kids & Baby,Payaxis
ODR7557230205j,C287856L,P628256,1,2022-06-28,1154142,1,1154142.0,0.0,1154142.0,True,True,False,AYS_32-32u561,888676,Entertainment,cod
ODR5106308650n,C560023L,P628256,4,2022-08-08,1153620,1,1153620.0,0.0,1153620.0,True,False,False,AYS_32-32u561,888676,Entertainment,Payaxis
ODR9257191720o,C240610L,P628256,1,2022-09-08,1153620,1,1153620.0,0.0,1153620.0,True,True,False,AYS_32-32u561,888676,Entertainment,cod
ODR5818670453t,C757933L,P718952,1,2021-10-17,576230,2,1152460.0,0.0,1152460.0,True,True,False,seagate_SG E-2TB,432158,Others,cod
ODR5699982021k,C532629L,P736713,1,2021-12-08,1148400,1,1148400.0,0.0,1148400.0,True,False,False,orient_32Inches-G6530-HDLEDTV,1006184,Entertainment,cod
ODR3814969847w,C527600L,P738796,6,2022-01-07,1141788,1,1141788.0,0.0,1141788.0,True,False,False,interwood_HF-01FSB-MW-15781,881136,Home & Living,easypay_voucher
ODR7296803135c,C943270L,P891969,1,2022-01-24,1140686,1,1140686.0,0.0,1140686.0,True,True,False,SUPER ASIA_GH 535-35 GLN CAPACITY,707194,Appliances,cod
ODR1892991692u,C790532L,P609053,1,2021-11-27,1139700,1,1139700.0,0.0,1139700.0,True,True,True,RMSON_TM4254R MW BK,1002936,Men Fashion,cod
ODR7042410401e,C825985L,P828295,7,2022-05-24,1136800,1,1136800.0,0.0,1136800.0,True,False,False,FHM_DREAMER,761656,Home & Living,Easypay
ODR5729466633t,C996508L,P674924,1,2021-07-28,1136220,1,1136220.0,0.0,1136220.0,True,True,True,Eco Star_32U557,965758,Entertainment,cod
ODR9567789850a,C996508L,P674924,1,2021-08-08,1136220,1,1136220.0,0.0,1136220.0,True,True,False,Eco Star_32U557,965758,Entertainment,cod
ODR7750298068w,C741634L,P674924,1,2021-08-20,1136220,1,1136220.0,0.0,1136220.0,True,True,False,Eco Star_32U557,965758,Entertainment,cod
ODR3544551322p,C845035L,P177940,1,2021-10-07,226200,5,1131000.0,0.0,1131000.0,True,True,True,Royal_Energy saver Fan 56 New Model,162864,Appliances,cod
ODR6636673380r,C426604L,P964844,1,2022-02-26,1130942,1,1130942.0,0.0,1130942.0,True,True,False,Geepas_GMO1885,678542,Appliances,cod
ODR6104632754m,C593068L,P255913,4,2022-02-08,1130130,1,1130130.0,0.0,1130130.0,True,False,False,AYS_32B8500-32-Inches,949286,Entertainment,Payaxis
ODR7075457936g,C292536L,P255913,1,2022-07-20,1130130,1,1130130.0,0.0,1130130.0,True,False,False,AYS_32B8500-32-Inches,949286,Entertainment,cod
ODR4137491899t,C627128L,P598688,11,2021-10-19,111360,10,1113600.0,0.0,1113600.0,True,True,False,M&M_Deal 2,89088,Beauty & Grooming,cashatdoorstep
ODR7172972884w,C488097L,P293870,1,2021-08-17,1102348,1,1102348.0,0.0,1102348.0,True,True,False,phub_Chance Eau Tendre  by Chanel 150mlml EDT,925970,Beauty & Grooming,cod
ODR1261999226u,C522216L,P237215,1,2022-05-31,551000,2,1102000.0,0.0,1102000.0,True,True,False,ALK_FC-16-17-A131140057,352640,Women Fashion,cod
ODR8068157041b,C129961L,P926871,1,2022-02-26,1099100,1,1099100.0,0.0,1099100.0,True,True,False,Timb-women_8408B-6,879280,Women Fashion,cod
ODR4884556313c,C969119L,P681479,1,2022-03-14,1099100,1,1099100.0,0.0,1099100.0,True,True,False,Timb-women_8408B-5.5,857298,Women Fashion,cod
ODR3221261024i,C725037L,P656714,7,2022-07-16,1096200,1,1096200.0,0.0,1096200.0,True,False,False,Xiaomi-Redmi-4x-BLACK,745416,Mobiles & Tablets,Easypay
ODR1723401119z,C790408L,P308235,1,2021-11-17,109620,10,1096200.0,0.0,1096200.0,True,False,False,trzwus_76111120200000_WN16-07(B),92046,Women Fashion,cod
ODR4309449157w,C477884L,P314147,1,2022-01-26,1096142,1,1096142.0,0.0,1096142.0,True,True,True,Tommy_1791102,953636,Men Fashion,cod
ODR4803284056q,C689707L,P510276,7,2022-05-16,1096142,1,1096142.0,0.0,1096142.0,True,False,False,Swatch_YVS420,701510,Men Fashion,Easypay
ODR3915561384n,C961402L,P951406,1,2022-02-05,1087500,1,1087500.0,0.0,1087500.0,True,True,True,Orient_32L4143,815596,Entertainment,cod
ODR8759711433k,C601564L,P951406,1,2022-03-05,1087500,1,1087500.0,0.0,1087500.0,True,False,False,Orient_32L4143,815596,Entertainment,cod
ODR3188269494q,C745016L,P833097,1,2021-11-07,1078742,1,1078742.0,0.0,1078742.0,True,True,True,rhythm_G1201S-05,711950,Men Fashion,cod
ODR4096158264j,C922594L,P334177,4,2021-12-25,1078742,1,1078742.0,0.0,1078742.0,True,False,False,Infinix Note 3-2GB-Nationwide-Grey,927710,Mobiles & Tablets,Payaxis
ODR4123849947s,C529160L,P421498,1,2022-05-13,1075900,1,1075900.0,0.0,1075900.0,True,True,False,Orient_32inchL6982,904220,Entertainment,cod
ODR9561028609n,C166968L,P770634,1,2021-10-08,1061400,1,1061400.0,0.0,1061400.0,True,False,False,HOS_CNCMW100,934032,Beauty & Grooming,cod
ODR7919869405s,C732158L,P248304,4,2022-03-30,1061400,1,1061400.0,0.0,1061400.0,True,False,False,HOS_CNN5W100,636840,Beauty & Grooming,Payaxis
